id,Project,Subject,Type,Parent,Status,Priority,Author,Assignee,Updated on,Category,Version,Created on,Story Points,Remaining hours,Description
596020,Android,Payload Validation in Suggestive Replies API – Type Mismatches & Extra Params,Product Bug,,Closed,Medium,Karri Brahmateja,,2025-07-21T04:46:46Z,LeadManager,,2025-06-18T07:38:32Z,,,"Hi  Team,

We’ve observed inconsistencies in the request payload being sent to the **Suggestive Replies**API. Specifically:

Some fields like loggedin\_glid  and contact\_user\_glid are sometimes sent as int instead of the expected string.

Extra/unnecessary parameters are also being sent in certain cases, which are not part of the accepted schema.

To ensure **security, consistency, and reliability**, we are now enforcing strict payload validation. **Only the following parameters with the specified types will be accepted going forward:**

{  

&quot;contact\_user\_glid&quot;:      string,   

&quot;loggedin\_glid&quot;:          string,  

&quot;modid&quot;:                  string,  

&quot;AK&quot;:                     string,  

&quot;app\_version\_no&quot;:         string,  

&quot;MODID&quot;:                  string,  

&quot;magicpen&quot;:               int,

  &quot;is\_whatsapp\_enabled&quot;:    int,

  &quot;price\_per\_unit&quot;:         string,  

&quot;price\_unit&quot;:             string,

  &quot;min\_qty&quot;:                string

}

**Action Required**:

Cross-check all touchpoints (web, app, LMS, etc.). where suggestive replies is getting called.

Ensure only a set of above keys are passed.

Ensure the type of each value matches the defined type.

Remove any additional parameters being sent.

Please correct this on priority to prevent disruptions in Suggestive Replies API. As going forward the payload which won&#39;t match the given schema will be dropped.

Incident ticket for the same:  
https://project.intermesh.net/projects/android/work\_packages/592382"
596024,Android,[Enquiry] seller name not displaying on header when user is submitting enquiry to new seller ,Product Bug,,Bugs Treatment,Low,naveen althi,,2025-11-07T10:21:39Z,BMC_WEBVIEW,,2025-06-18T07:42:59Z,,,"### **Actual Behavior**

seller name not displaying on header when user is submitting enquiry to new seller (no previous chat betwwen seller and buyer )

<img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/672111/content"">

### **Expected Behavior**

seller name should be displayting when new user submitting to new seller

### **Steps to reproduce:**

1.  open android app
2.  go to poi section
3.  clcik on get best price  of new seller

### **Test Environment**:

1.  **Device:** Android
2.  **Environment**: Production:
3.  **Operating System:** e.g. Centos 7 / Ubuntu 20.04/ Windows 10 Pro
4.  **Browser/Version:** 13.4.9

###"
596031,IM-iOS Native,UI Issue – Shortlist and NI Icons Shrink on Buyleads Card with Long Content Descriptions,Product Bug,,To Do,Low,Anjali Patel,Rohin Kumar,2026-03-24T09:48:49Z,App Native,iOS_13.5.2_T1,2025-06-18T07:57:09Z,,,"### **Actual Behavior**

On the Buyleads card, when the content description is lengthy, the **Shortlist** and **NI** icons appear shrunken or compressed, leading to a distorted UI.

offer id- 123898254895

<img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/672162/content"">

### **Expected Behavior**

The Shortlist and NI icons should maintain consistent size and alignment regardless of the content description length

### **Steps to reproduce:**

1.  Login as seller
2.  go to  Buyleads screen.
3.   check the Buyleads card with a long content description.
4.  Observe the size and alignment of the Shortlist and NI icons.

### **Test Environment**:

1.  **Device:** iphone13
2.  **Environment**: Stage
3.  **Operating System:** ios 18.5"
596064,Android,Location is updating to all india in toolbar,Product Bug,,Closed,Low,Duddu Yuvaraju,Duddu Yuvaraju,2025-07-15T05:45:02Z,,,2025-06-18T08:41:22Z,,,"### **Actual Behavior**

Location is updating to all india in toolbar.

when user is trying fetch location through detect my location we are gettting all india in some cases.

### **Expected Behavior**

Describe the expected behavior.

### **Steps to reproduce:**

1.  Go to page X
2.  Click on button Y
3.  Select Foo

### **Test Environment**:

1.  **Device:** Desktop/Mobile
2.  **Environment**: Stage/Production:
3.  **Operating System:** e.g. Centos 7 / Ubuntu 20.04/ Windows 10 Pro
4.  **Browser/Version:** e.g. Google Chrome 89.0.4389.90 (64 bit)

### **Logs**

Are there errors in the browser console? ([Click here for information on how to open your browser&#39;s console](https://webmasters.stackexchange.com/a/77337)) For a local installation: Are there any relevant logs output in kibana Logs (work packages) or in a log/production.log or /var/log/&lt;projects&gt;/ ? Please attach error output in these log files if applicable

### **User Type**

User should be defined based on Indian or Foreign or Both

### **Bug Type**

Specify the bug types: UI/UX, Functional/Logical, Black Box &amp; White Box etc

### **Bug Source**

Specify the bug sources: Launch, Smoke Testing, Group Testing, Testing Request, Security Testing, Pagespeed Testing, User Journey Testing"
596067,Android,All India Mcat Page is opening through view all categories,Product Bug,,Closed,Low,Duddu Yuvaraju,Duddu Yuvaraju,2025-07-15T05:44:09Z,Buyer Common,,2025-06-18T08:43:05Z,,,"### **Actual Behavior**

All India Mcat Page is opening through view all categories

### **Expected Behavior**

Describe the expected behavior.

### **Steps to reproduce:**

1.  Go to page X
2.  Click on button Y
3.  Select Foo

### **Test Environment**:

1.  **Device:** Desktop/Mobile
2.  **Environment**: Stage/Production:
3.  **Operating System:** e.g. Centos 7 / Ubuntu 20.04/ Windows 10 Pro
4.  **Browser/Version:** e.g. Google Chrome 89.0.4389.90 (64 bit)

### **Logs**

Are there errors in the browser console? ([Click here for information on how to open your browser&#39;s console](https://webmasters.stackexchange.com/a/77337)) For a local installation: Are there any relevant logs output in kibana Logs (work packages) or in a log/production.log or /var/log/&lt;projects&gt;/ ? Please attach error output in these log files if applicable

### **User Type**

User should be defined based on Indian or Foreign or Both

### **Bug Type**

Specify the bug types: UI/UX, Functional/Logical, Black Box &amp; White Box etc

### **Bug Source**

Specify the bug sources: Launch, Smoke Testing, Group Testing, Testing Request, Security Testing, Pagespeed Testing, User Journey Testing"
596087,Android,"Upon clicking the location redirection strip in the PDP WebView of the app, the location name is shown twice in the redirected view.",Product Bug,,Closed,Medium,Sharan S,Duddu Yuvaraju,2025-07-04T13:44:07Z,PDP_webview,,2025-06-18T09:01:05Z,,,"### **Actual Behavior**

Upon clicking the **location redirection strip** in the **PDP WebView of the app**, the **location name is shown twice** in the redirected view.

### **Expected Behavior**

The location name should appear **only once** in the redirected view 

### **Steps to reproduce:**

1.  Login with Buyer
2.  Allow location permission
3.  Logged in user should have same current location &amp; GL location 
4.  Navigate to othe city seller PDP
5.  Click on location redirection strip

### **Test Environment**:

1.  **Device:** Redmi note 9 pro max
2.  **Environment**: Stage
3.  **Operating System:** Android 12"
596092,Android,The local redirection strip on the PDP does not display the buyer city name.,Product Bug,,Closed,Medium,Sharan S,Duddu Yuvaraju,2025-07-09T09:33:56Z,PDP_webview,Android-13.5.0_T1,2025-06-18T09:08:20Z,,,"### **Actual Behavior**

The local redirection strip on the PDP does not display the buyer city name.

### **Expected Behavior**

The redirection strip should clearly show the **Buyer City** 

### **Steps to reproduce:**

1.  Login with Buyer
2.  Open any other city seller pdp
3.  Location strip on top doesn&#39;t have city name

### **Test Environment**:

1.  **Device:** Redmi note 9 pro max
2.  **Environment**: Stage
3.  **Operating System:** Android 12"
596097,Android,"The local redirection strip is appearing on the PDP WebView even when the Buyer City and the Seller City are the same (e.g., both are Bengaluru), leading to unnecessary prompts.",Product Bug,,Closed,Medium,Sharan S,Duddu Yuvaraju,2025-07-08T05:52:42Z,PDP_webview,,2025-06-18T09:17:37Z,,,"### **Actual Behavior**

The **local redirection strip** is appearing on the **PDP WebView** even when the **Buyer City and the Seller City are the same** (e.g., both are Bengaluru), leading to unnecessary prompts.

### **Expected Behavior**

The redirection strip should **only appear when the Buyer City and Seller City are different**, to suggest relevant local alternatives

### **Steps to reproduce:**

1.  Login with Buyer
2.  Visit any seller PDP whose city is same as buyer city 
3.  Local redirection strip is shown on PDP

### **Test Environment**:

1.  **Device:** Redmi note 9 pro max
2.  **Environment**: Stage
3.  **Operating System:** Android 12"
596101,Android,"If the user opens any .m4a file and then navigates back, a loader is shown for 2 seconds.",Product Bug,,Closed,Low,Shubham Panigrahi,Aayushi dangwal,2025-09-08T04:40:44Z,BMC_WEBVIEW,,2025-06-18T09:22:06Z,,,"### **Actual Behavior**

If the user opens any .m4a file and then navigates back, a loader is shown for 2 seconds.

### **Expected Behavior**

Describe the expected behavior.

### **Steps to reproduce:**

1.  login as 9359658845
2.  Now open conversation screen of surabhi enterprise.
3.  click on .m4a file 
4.  navigate back to conversation 
5.  loader is shown for 2-3 sec

### **Test Environment**:

1.  **Device:** motorola g32
2.  **Environment**: Stage
3.  **Operating System:** android 13"
596102,Android,CSL Logs Not Captured on Clicking Local Redirection Strip in PDP,Product Bug,,Closed,Medium,Sharan S,Duddu Yuvaraju,2025-10-16T08:17:54Z,PDP_webview,,2025-06-18T09:25:52Z,,,"### **Actual Behavior**

CSL Logs Not Captured on Clicking Local Redirection Strip in PDP.

### **Expected Behavior**

On clicking the redirection strip, the system should capture the appropriate **CSL logs**

### **Steps to reproduce:**

1.  Login with Buyer
2.  Open any other city seller pdp
3.  Click on local redirection strip
4.  CSL logs were not captured

### **Test Environment**:

1.  **Device:** Redmi note 9 pro max
2.  **Environment**: Stage
3.  **Operating System:** Android 12"
596109,Android,Localization Pop-up Not Displayed on All India MCAT Pages in Android App WebView,Product Bug,,Closed,Medium,Sharan S,Duddu Yuvaraju,2025-07-08T05:53:47Z,Impcat_webview,,2025-06-18T09:45:10Z,,,"### **Actual Behavior**

Localization Pop-up Not Displayed on All India MCAT Pages in Android App WebView

### **Expected Behavior**

Localization pop-up should b shown when the MCAT page is accessed with **&quot;All India&quot;** as the selected location — to guide users toward more relevant, local listings.

### **Steps to reproduce:**

1.  Login with Buyer
2.  Navigate to All-India mcat page of any product
3.  The localization pop-up isn&#39;t shown

### **Test Environment**:

1.  **Device:** Redmi note 9 pro max
2.  **Environment**: Stage
3.  **Operating System:** Android 12"
596119,Android,"In the Extended PDP, product listings are being shown from cities other than the buyer's city, even though the buyer city is identified",Product Bug,,Closed,Medium,Sharan S,Duddu Yuvaraju,2025-07-08T05:54:06Z,PDP_webview,,2025-06-18T10:05:44Z,,,"### **Actual Behavior**

In the Extended PDP, product listings are being shown from cities other than the buyer&#39;s city, even though the buyer city is identified

### **Expected Behavior**

Extended PDP should prioritize and display **PDPs from the buyer&#39;s city** when available

### **Steps to reproduce:**

1.  Login with Buyer
2.  Open any Other city PDP
3.  Scroll down to Extended PDP Section
4.  Instead of Buyer city PDP other city PDp&#39;s are shown

### **Test Environment**:

1.  **Device:** Redmi note 9 pro max
2.  **Environment**: Stage
3.  **Operating System:** Android 12"
596123,Android,"After purchasing a tender and the tender purchase popup is visible, when user clicks back, BL listing is opened.",Product Bug,,Closed,Medium,madhur Kumar,Surendra Kumar,2025-07-01T09:53:28Z,BL_Webview,,2025-06-18T10:08:19Z,,,"### **Actual Behavior**

After purchasing a tender and the tender purchase popup is visible, when user clicks back, BL listing is opened.

### **Expected Behavior**

tender tab should be opened

### **Steps to reproduce:**

1.  Login as a paid seller.
2.  Now navigate to BL listing from footer navigation
3.  Now click on tender tab and purchase a tender.
4.  Now from after purchase popup, click back from device.
5.  Observe the redirection

### **Test Environment**:

1.  **Device:** Mobile
2.  **Environment**: Stage
3.  **Operating System:** Android 11"
596127,Android,"""Near Me"" Location Filter Chip Not Visible on MCAT Pages in Android App Webview",Product Bug,,Closed,Medium,Sharan S,Duddu Yuvaraju,2025-07-10T07:37:21Z,Impcat_webview,,2025-06-18T10:12:30Z,,,"### **Actual Behavior**

&quot;Near Me&quot; Location Filter Chip Not Visible on MCAT Pages in Android App Webview

### **Expected Behavior**

The &quot;Near Me&quot; filter chip should be **visible and selectable** on MCAT pages to allow users to easily filter results based on their current or buyer location.

### **Steps to reproduce:**

1.  Login with Buyer
2.  navigate to All India mcat page of any product
3.  Near me cta isn&#39;t visible in location filter

### **Test Environment**:

1.  **Device:** Redmi note 9 pro max
2.  **Environment**: Stage
3.  **Operating System:** Android 12"
596140,IM-iOS Native,UI Issue – Content is Cropped on Buyleads Card ,Product Bug,,Rejected,Low,Anjali Patel,Shivam Bansal,2025-07-02T06:07:21Z,,iOS_13.5.2_T1,2025-06-18T10:25:30Z,,,"### **Actual Behavior**

1.  When a user **shortlists** or **hides** a Buyleads card, part of the **c**ontent on the card gets cropped.
2.  When user search BL by applyimg location filter, Issue replicating on many BL cards

<img class=""op-uc-image op-uc-image_inline"" style=""width:684px;"" src=""/api/v3/attachments/672286/content"">

### **Expected Behavior**

The full content on the Buyleads card should remain visible and properly formatted after shortlisting or hiding.

### **Steps to reproduce:**

1.  Login as seller
2.  Go to Buyleads
3.  search any Buyleads card
4.  Tap on **Shortlist** or **Not Interested (Hide)**.
5.  Observe the card content post-action.

### **Test Environment**:

1.  **Device:** iphone13
2.  **Environment**: Stage
3.  **Operating System:** ios 18.4"
596144,IM-iOS Native,Product share strip in LMS chat screen is not updated post sending WhatsApp outbound message.,Product Bug,,Closed,Medium,freeda fernandes,Prabhleen Kaur,2025-06-25T08:08:49Z,Lead Manager,iOS_13.5.2_T1,2025-06-18T10:36:25Z,,,"### **Actual Behavior**

Product share strip in LMS chat screen is not updated post sending WhatsApp outbound message.

WhatsApp icon is still seen on product cards.

### **Expected Behavior**

Post sending WhatsApp outbound message, WhatsApp icon should not be seen in product share strip.

### **Steps to reproduce:**

1.  Login as IM-Insta enabled paid seller(8447331062)
2.  Navigate to LMS chat screen of buyer, where WA templates and product strip both are present(WA not opened)
3.  Click on any vertical template.
4.  In product share strip WhatsApp icon is still seen.

### **Test Environment**:

1.  **Device:** iPhone SE
2.  **Environment**: Stage
3.  **Operating System:** iOS 18.5"
596149,IM-iOS Native,Text field to add caption is not available when IM-Insta seller records a video from camera through attachment options in LMS chat screen.,Product Bug,,Closed,Medium,freeda fernandes,Prabhleen Kaur,2025-07-22T03:59:37Z,Lead Manager,iOS_13.5.2_T1,2025-06-18T10:46:01Z,,,"### **Actual Behavior**

Text field to add caption is not available when IM-Insta seller records a video from camera through attachment options in LMS chat screen.

No preview screen is seen.

### **Expected Behavior**

Text field to add caption should be available.

### **Steps to reproduce:**

1.  Login as IM-Insta enabled paid seller.
2.  Naviagte to LMS chat screen of buyer.
3.  Click on Attachment options CTA.
4.  Click on video and record a video.
5.  Click on use video.
6.  Preview screen is not seen.
7.  And text field to add caption is not available.

### **Test Environment**:

1.  **Device:** iPhone SE
2.  **Environment**: Stage
3.  **Operating System:** iOS 18.5"
596150,IM-iOS Native,Ui issue in the photosearch screen.,Product Bug,,Reopen,Low,Manish Murali,Rohin Kumar,2026-03-24T09:48:49Z,App Native,iOS_13.5.2_T1,2025-06-18T10:53:08Z,,,"### **Actual Behavior**

Ui issue in the photosearch screen, when the user uploads a photo and such product is not being able to be processed and no result comes up , then a search box with some text related to the product photo uploaded by the user comes up. In this case if the name of the product is coming to the second line in the search bar then the second line contents gets hidden or trimmed.

### **Expected Behavior**

The UI should be intact.

### **Steps to reproduce:**

1.  Login with a buyer acct.
2.  Now , click on the phot icon appearing in the search bar.
3.  Upload a photo , possibly one which the algorithm cannot determine correctly and no results found come up.
4.  Now herein this page, where the user gets no results found, One more search box come up with some pre-filled data which maybe related to the photo product. 
5.  Herein if the name of the product extends to the second line, then the contents in the search box gets trimmed.

### **Test Environment**:

1.  **Device:** Mobile(iphone 12)
2.  **Environment**: Stage
3.  **Operating System:** ios 18"
596161,Android,"In case of a long title name of BL , The page get extended from the BL card, making the UI scrollable and out of the BL card.",Product Bug,,Closed,Low,madhur Kumar,Surendra Kumar,2025-11-25T12:11:24Z,BL_Webview,,2025-06-18T11:06:25Z,,,"### **Actual Behavior**

In case of a long title name of BL , The page get extended from the BL card, making the UI scrollable and out of the BL card.

### **Expected Behavior**

In case of long title, Bl card should not get extended

### **Steps to reproduce:**

1.  Login as a paid seller.
2.  Now navigate to buylead listing. In case of the first name more than the length of card, the card is extended.

### **Test Environment**:

1.  **Device:**  Realme 3 pro (Mobile)
2.  **Environment**: Stage
3.  **Operating System:** Android 11

  

<img class=""op-uc-image op-uc-image_inline"" style=""width:323px;"" src=""/api/v3/attachments/672308/content"">"
596164,IM-iOS Native,The search icon inside the searchbar in photosearch search bar is not working.,Product Bug,,Closed,Medium,Manish Murali,Pratik Singh,2025-08-11T12:50:09Z,,iOS_13.5.2_T1,2025-06-18T11:11:41Z,,,"### **Actual Behavior**

The search icon inside the searchbar of photosearch is not working.

### **Expected Behavior**

This search icon should be clickable and 

### **Steps to reproduce:**

1.  Login as a buyer
2.  go to search bar and click on the photo icon.
3.  upload any pic and go ahead with the search option.
4.  Now in this results page, there will be another search icon inside the search page , which is not having any action on clicking.

### **Test Environment**:

1.  **Device:** Mobile(iphpne 12)
2.  **Environment**: Stage
3.  **Operating System:** ios 18"
596170,IM-iOS Native,MCAT Name Not Displayed on Relevant Buyleads Screen but Visible in Hidden Leads,Product Bug,,Bugs Treatment,Medium,Anjali Patel,Shivam Bansal,2025-07-09T05:04:55Z,,iOS_13.5.2_T1,2025-06-18T11:17:52Z,,,"### **Actual Behavior**

The **MCAT name** is not shown on the **relevant Buyleads screen**, but when the same Buylead is **hidden**, the MCAT name correctly appears in the **Hidden Leads** section. 

### **Expected Behavior**

The MCAT name should be consistently displayed on both the relevant Buyleads screen and the Hidden Leads screen.

### **Steps to reproduce:**

1.  Login with glid- 37627888
2.  go to  Buyleads screen.
3.  Observe  that the MCAT name is missing on relevant BL
4.  Hide the same Buylead
5.  Go to the **Hidden Leads** section.
6.  Observe that the **MCAT name is now visible** for the same lead.

### **Test Environment**:

1.  **Device:** iphone13
2.  **Environment**: Stage
3.  **Operating System:** ios 18.5"
596173,Android,User is able to drag and drop the suggested search keyword on search bar.,Product Bug,,Rejected,Medium,madhur Kumar,Duddu Yuvaraju,2025-10-09T08:05:19Z,Search_webview,,2025-06-18T11:27:55Z,,,"### **Actual Behavior**

User is able to drag and drop the suggested search keyword on search bar.

Replicating : Everytime

### **Expected Behavior**

User should be able to drag and drop

### **Steps to reproduce:**

1.  Login as a free seller.
2.  Now type and search for any product from buyer dashboard.
3.  Now click on webview search bar, drag and drop the product name from suggested products on search bar.
4.  Observe that link is pasted.

### **Test Environment**:

1.  **Device:** Mobile
2.  **Environment**: Stage
3.  **Operating System:** Android 11"
596177,Android,"When user input search keyword/product name using arrow icon at webview search page, the suggestion for the products are not visible.",Product Bug,,Bugs Treatment,Low,madhur Kumar,Duddu Yuvaraju,2025-10-09T08:08:14Z,Search_webview,,2025-06-18T11:38:44Z,,,"### **Actual Behavior**

When user input search keyword/product name using arrow icon at webview search page, the suggestion for the products are not visible.

Replicating : Everytime

### **Expected Behavior**

The suggested searched results according to what user has entered(using arrow icon) should be shown.

### **Steps to reproduce:**

1.  Login as a buyer.
2.  Now click and search for a product from dashboard.
3.  Now click on webview search page and delete the product entered.
4.  Now using the arrow icon at right side of the suggested keywords, enter a search product.
5.  Now observe that page is completely blank with no suggested keywords.

<img class=""op-uc-image op-uc-image_inline"" src=""/api/v3/attachments/672319/content"">

In this case this should be shown ⬇️⬇️⬇️

<img class=""op-uc-image op-uc-image_inline"" style=""width:197px;"" src=""/api/v3/attachments/672320/content"">

### **Test Environment**:

1.  **Device:** Mobile
2.  **Environment**: Stage
3.  **Operating System:** Android 11"
596184,Android,Buyer City filter is not shown in the first position on the MCAT page.,Product Bug,,Closed,Medium,Sharan S,Duddu Yuvaraju,2025-07-08T05:54:36Z,Impcat_webview,,2025-06-18T11:46:54Z,,,"### **Actual Behavior**

Buyer City filter is not shown in the first position on the MCAT page,

### **Expected Behavior**

Buyer City filter should be shown as the first filter on the MCAT page, followed by Current Location and others.

### **Steps to reproduce:**

1.  Login with Buyer 
2.  Navigate to All India mcat page
3.  Scroll down 
4.  On the sticky location strip - buyer ciy is not shown

### **Test Environment**:

1.  **Device:** Redmi note 9 pro max
2.  **Environment**: Stage
3.  **Operating System:** Android 12"
596227,Android,(Test server) Conversation screen is not opening from the listing and listing is not updating when we perform any action like call/ enquiry /sending the message . ,Product Bug,,Closed,High,Sachin Naik,Aayushi dangwal,2025-06-19T06:43:24Z,BMC_WEBVIEW,,2025-06-18T12:57:43Z,,,"### **Actual Behavior**

Conversation screen is not opening from the listing and listing is not updating when we perform any action like call/ enquiry /sending the message . 

### **Expected Behavior**

Conversation screen should open and listing should update in every action made.

### **Steps to reproduce:**

1.  Login with 7760160027
2.  Navigate to BMC listing  screen 
3.  Open the chat screen 
4.  Observe it is not opening 
5.  Now navigate to buyer pages search/pdp/impact/company page 
6.  Click on the get best price cta 
7.  submit the equiry 
8.  Now click on the chat with seller cta and land to the chat 
9.  Now click on back cta and land to the listing 
10.  Observe the new contact adedd is not displaying in listing 
11.  Now make a call /send message or any action by landing from dashboard message widget 
12.  Click back cta and land to the listing 
13.  Observe listing is not updated 

### **Test Environment**:

1.  **Device:** vivo y21e
2.  **Environment**: Stage
3.  **Operating System:** Android 12"
596242,IM-iOS Native,Flickering Issue on Buyleads Card where Buyer shared Product Photos visible during Shortlist/Unshortlist action,Product Bug,,Closed,Medium,Anjali Patel,Shivam Bansal,2025-07-29T05:26:54Z,,iOS_13.5.2_T1,2025-06-18T13:48:01Z,,,"### **Actual Behavior**

1.  A flickering issue occurs on Buyleads cards that contain **buyer-shared product photos** when the user shortlists or unshortlists the Buylead.
2.  Product ISQs are also cropped

### **Expected Behavior**

he shortlist/unshortlist action should update the card state smoothly, without any flickering.

### **Steps to reproduce:**

1.  Login as seller
2.  Go to Buyleads
3.  check the Buylead card that includes buyer shared product photo
4.  Tap on the **Shortlist** or **Unshortlist** icon.
5.  Observe the card&#39;s behavior 

### **Test Environment**:

1.  **Device: iphone13**
2.  **Environment**: Stage
3.  **Operating System:** ios18.5"
596248,IM-iOS Native,Flickering issue on photo search page,Product Bug,,Closed,Medium,Anjali Patel,Pratik Singh,2025-07-09T07:42:46Z,,iOS_13.5.2_T1,2025-06-18T14:52:10Z,,,"### **Actual Behavior**

The **Photo Search page** displays a **flickering effect** during  scrolling

### **Expected Behavior**

The Photo Search page should render smoothly without any flickering 

### **Steps to reproduce:**

1.  Login with a buyer acct.
2.  Now , click on the phot icon appearing in the search bar.
3.  Upload a photo
4.  scroll the page photo search page 

### **Test Environment**:

1.  **Device:** iphone13
2.  **Environment**: Stage
3.  **Operating System:** ios 18.5"
596265,IM-iOS Native,Search and Mic Icons Not Displayed on Search Bar When Typing keywords or Navigating Back,Product Bug,,Rejected,Low,Anjali Patel,Pratik Singh,2025-07-02T06:02:24Z,,iOS_13.5.2_T1,2025-06-18T17:27:09Z,,,"### **Actual Behavior**

The search bar does not display the **search icon** and **mic icon** under the following conditions:

1.  When the user starts typing a product name in the search bar.
2.  When the user navigates back to the search page from the search results, impact, PDP, or company page

only camera icon display

<img class=""op-uc-image op-uc-image_inline"" style=""width:320px;"" src=""/api/v3/attachments/672412/content"">

### **Expected Behavior**

There should be consistency—either show both the search and mic icons or hide both

### **Steps to reproduce:**

1.  login pon app
2.  Tap on the search bar.
3.  Start typing a product name (e.g., &quot;jacket&quot;).
4.  Observe that the search and mic icons are missing; only the camera icon is visible.
5.  Now navigate to a result (e.g.,search page, product page, impact page, etc.).
6.  Press the back button to return to the search page.

### **Test Environment**:

1.  **Device:** iphone13
2.  **Environment**: Stage
3.  **Operating System:** ios 18.5"
596266,IM-iOS Native,HTML code is seen in LMS chat scrren.,Product Bug,,To Do,Low,freeda fernandes,Aarushi Arora,2026-03-24T09:48:50Z,Lead Manager,,2025-06-18T17:33:04Z,,,"### **Actual Behavior**

HTML code is seen in LMS chat screen.

1.  Enquiry through call card.
2.  Order related cards.

### **Expected Behavior**

HTML code should not be seen.

### **Steps to reproduce:**

1.  Login as paid seller(Acc: 7011174164)
2.  Navigate to LMS listing.
3.  Open Enquiry through call received chat.
4.  HTML code is seen.
5.  Open Wooden luxury chat.
6.  HTML code is seen in Order related cards.

### **Test Environment**:

1.  **Device:** iPhone SE
2.  **Environment**: Stage
3.  **Operating System:** iOS 18.5

###"
596277,IM-iOS Native,"Ship with IM-  Error Displayed When Selecting ""Part Truck"" Option",Product Bug,,To Do,Low,Anjali Patel,Rohin Kumar,2026-03-24T09:48:50Z,App Native,iOS_13.5.2_T1,2025-06-19T04:29:03Z,,,"### **Actual Behavior**

When attempting to use the &quot;Part Truck&quot; option within the &quot;Ship with IM&quot; feature, an error message is shown, user not able to use this option

### **Expected Behavior**

The &quot;Part Truck&quot; option should function without errors and proceed as intended.

### **Steps to reproduce:**

1.  login on IM app
2.  Navigate to the &quot;Ship with IM&quot; section from left menu
3.  Select the &quot;Part Truck&quot; option
4.  Observe the error

### **Test Environment**:

1.  **Device:** iphone13
2.  **Environment**: Stage
3.  **Operating System:** ios 18.5"
596286,IM-iOS Native,"Ship with IM- Post clicking on Chat Now CTA , mobile number popup display ",Product Bug,,Closed,Medium,Anjali Patel,Pratik Singh,2025-07-07T09:20:28Z,,iOS_13.5.2_T1,2025-06-19T04:50:14Z,,,"### **Actual Behavior**

When user fills the details and and selects **&quot;Construction material&quot;** and tries to send enquiry by clicking on Chat Now CTA, **mobile popup opens** instead of BMC

### **Expected Behavior**

The user should be directly taken to the chat interface without being prompted to enter a mobile number (if already logged in or verified).

### **Steps to reproduce:**

1.  Login on Im app
2.  Navigate to the &quot;Ship with IM&quot; from left menu
3.  fill the details (city, material, type)
4.  Click on the &quot;Chat Now&quot; CTA
5.  Observe the appearance of the mobile number popup

### **Test Environment**:

1.  **Device:** iphone13
2.  **Environment**: Stage
3.  **Operating System:** ios 18.5"
596293,IM-iOS Native,User is redirected to M-site home page when clicked on IndiaMART logo in Ship with IndiaMART screen.,Product Bug,,To Do,Low,freeda fernandes,Rohin Kumar,2026-03-24T09:48:50Z,App Native,,2025-06-19T05:01:11Z,,,"### **Actual Behavior**

User is redirected to M-site home page when clicked on IndiaMART logo in Ship with IndiaMART screen.

### **Expected Behavior**

User should be redirected to App Dashboard.

### **Steps to reproduce:**

1.  Login to App.
2.  Open Hamburger menu.
3.  Click on Ship with IndiaMART.
4.  Now click on IndiaMART logo.
5.  User is redirected to M-site home page.

### **Test Environment**:

1.  **Device:** iPhone SE
2.  **Environment**: Stage
3.  **Operating System:** iOS 18.5"
596302,IM-iOS Native,[Photo Zoom] Duplicate Screen on Back Navigation After Viewing Product Image in Enquiry Card,Product Bug,,To Do,Low,suryan ghatge,Abir Soni,2026-03-24T09:48:51Z,Web View BMC,,2025-06-19T05:09:55Z,,,"### **Actual Behavior**

An unnecessary intermediate screen appears after closing the image view, requiring two back presses to return to the conversation.

### **Expected Behavior**

After viewing the product image and pressing back, the user should be taken directly back to the conversation screen, not to another duplicate image screen.

### **Steps to reproduce:**

*   Log in to the seller account and open a buyer enquiry message that contains a product image.
*   Click on the product image in the enquiry card.
*   Image opens in full-screen as expected.
*   Now press the back button once.
*   Observe that another screen opens again showing the same product image.
*   Press the back button again — only now are you returned to the conversation screen. Mobile number used : 8335017702

### **Test Environment**:

1.  **Device:**Mobile
2.  **Environment**:Live:
3.  **Operating System:** e.g. iPhone 13
4.  **Browser/Version:** e.g. Google Chrome 89.0.4389.90 (64 bit)

###   

### **Bug Source**

Launch testing"
596341,IM-iOS Native,(Test Server) Continuous loading is seen when opening chat screen from the listing screen.,Product Bug,,Closed,High,Aditya Rai,Aayushi dangwal,2025-06-19T15:32:27Z,Web View BMC,,2025-06-19T06:49:55Z,,,"### **Actual Behavior**

Continuous loading is seen when opening the chat screen from the listing screen.

### **Expected Behavior**

Chat should be opened when opening from the chat screen.

### **Steps to reproduce:**

1.  Log in from the Buyer
2.  Now open the BMC listing
3.  Click on any chat screen 
4.  Now chat data is not seen 
5.  Continuous loading is seen.

### **Test Environment**:

1.  **Device:** Iphone 13
2.  **Environment**: Stage
3.  **Operating System: IOS 18.4.1**"
